polygon_id,Natural_t0,Human_dominated_t0,Area_Total_t0,natural_sp_t0,human_dominated_sp_t0,Sp_Total_t0,Natural_t1,Human_dominated_t1,Area_Total_t1,natural_sp_t1,human_dominated_sp_t1,Sp_Total_t1,delta_Natural,delta_Human_dominated,delta_Area_Total,delta_natural_sp,delta_human_dominated_sp,delta_Sp_Total
1_683,388020000,2111980000,2500000000,13,132,145,338870000,2161130000,2500000000,19,136,155,-49150000,49150000,0,6,4,10
1_684,498680000,2001320000,2500000000,15,133,148,481450000,2018550000,2500000000,21,134,155,-17230000,17230000,0,6,1,7
1_685,1897910000,602090000,2500000000,19,127,146,1896300000,603700000,2500000000,22,141,163,-1610000,1610000,0,3,14,17
1_686,609330000,1890670000,2500000000,18,141,159,589430000,1910570000,2500000000,23,138,161,-19900000,19900000,0,5,-3,2
1_687,1460060000,1039940000,2500000000,23,137,160,1473670000,1026330000,2500000000,26,148,174,13610000,-13610000,0,3,11,14
1_688,1483700000,23590000,1507290000,13,95,108,1483090000,24200000,1507290000,16,109,125,-610000,610000,0,3,14,17
1_689,724450000,1775550000,2500000000,21,128,149,766980000,1733020000,2500000000,27,136,163,42530000,-42530000,0,6,8,14
1_690,1450260000,1049740000,2500000000,25,136,161,1435840000,1064160000,2500000000,23,137,160,-14420000,14420000,0,-2,1,-1
1_691,1173460000,1326540000,2500000000,20,138,158,1161960000,1338040000,2500000000,26,132,158,-11500000,11500000,0,6,-6,0
1_692,1404150000,1095850000,2500000000,16,119,135,1378180000,1121820000,2500000000,21,123,144,-25970000,25970000,0,5,4,9
1_693,1327380000,1172620000,2500000000,15,102,117,1285150000,1214850000,2500000000,19,116,135,-42230000,42230000,0,4,14,18
1_694,1119380000,1380620000,2500000000,17,112,129,1108160000,1391840000,2500000000,16,113,129,-11220000,11220000,0,-1,1,0
1_695,1331970000,1168030000,2500000000,12,113,125,1316280000,1183720000,2500000000,14,120,134,-15690000,15690000,0,2,7,9
1_696,1211450000,1288550000,2500000000,16,131,147,1221570000,1278430000,2500000000,21,135,156,10120000,-10120000,0,5,4,9
1_697,968010000,1531990000,2500000000,18,133,151,956860000,1543140000,2500000000,23,140,163,-11150000,11150000,0,5,7,12
1_698,1033130000,1466870000,2500000000,14,116,130,1048780000,1451220000,2500000000,19,128,147,15650000,-15650000,0,5,12,17
1_699,1273010000,1226990000,2500000000,14,118,132,1247750000,1252250000,2500000000,15,117,132,-25260000,25260000,0,1,-1,0
1_700,1465860000,1034140000,2500000000,16,126,142,1443930000,1056070000,2500000000,17,115,132,-21930000,21930000,0,1,-11,-10
1_701,1195090000,1304910000,2500000000,13,120,133,1139360000,1360640000,2500000000,18,122,140,-55730000,55730000,0,5,2,7
1_702,634630000,1865370000,2500000000,17,132,149,626370000,1873630000,2500000000,18,130,148,-8260000,8260000,0,1,-2,-1
1_703,999090000,1500910000,2500000000,12,108,120,997750000,1502250000,2500000000,21,121,142,-1340000,1340000,0,9,13,22
1_704,1111410000,1388590000,2500000000,10,101,111,1106180000,1393820000,2500000000,14,112,126,-5230000,5230000,0,4,11,15
1_705,1068120000,1431880000,2500000000,16,123,139,1015910000,1484090000,2500000000,19,125,144,-52210000,52210000,0,3,2,5
1_706,1101940000,1398060000,2500000000,18,126,144,1036780000,1463220000,2500000000,21,126,147,-65160000,65160000,0,3,0,3
1_707,785170000,1714830000,2500000000,13,118,131,769850000,1730150000,2500000000,18,123,141,-15320000,15320000,0,5,5,10
1_708,1013710000,1486290000,2500000000,13,120,133,1011150000,1488850000,2500000000,17,118,135,-2560000,2560000,0,4,-2,2
1_709,569790000,1930210000,2500000000,18,136,154,568870000,1931130000,2500000000,25,127,152,-920000,920000,0,7,-9,-2
1_710,962670000,1537330000,2500000000,18,125,143,933910000,1566090000,2500000000,21,126,147,-28760000,28760000,0,3,1,4
1_711,569200000,1930800000,2500000000,15,129,144,503240000,1996760000,2500000000,18,131,149,-65960000,65960000,0,3,2,5
1_712,652500000,1847500000,2500000000,18,137,155,619620000,1880380000,2500000000,23,141,164,-32880000,32880000,0,5,4,9
1_713,1465220000,1034780000,2500000000,16,127,143,1421710000,1078290000,2500000000,18,134,152,-43510000,43510000,0,2,7,9
1_714,964260000,1535740000,2500000000,20,130,150,948280000,1551720000,2500000000,25,140,165,-15980000,15980000,0,5,10,15
1_715,365960000,2134040000,2500000000,22,134,156,363980000,2136020000,2500000000,24,138,162,-1980000,1980000,0,2,4,6
1_716,425160000,2074830000,2499990000,19,140,159,357260000,2142740000,2500000000,23,141,164,-67900000,67910000,10000,4,1,5
1_717,410180000,2089820000,2500000000,22,132,154,424770000,2075230000,2500000000,20,136,156,14590000,-14590000,0,-2,4,2
1_718,570240000,1929760000,2500000000,25,145,170,537850000,1962150000,2500000000,24,141,165,-32390000,32390000,0,-1,-4,-5
1_719,438320000,2061680000,2500000000,21,132,153,467930000,2032070000,2500000000,19,135,154,29610000,-29610000,0,-2,3,1
1_720,308590000,2191410000,2500000000,16,123,139,312600000,2187400000,2500000000,26,140,166,4010000,-4010000,0,10,17,27
1_721,1913300000,586700000,2500000000,26,124,150,1929180000,570820000,2500000000,22,136,158,15880000,-15880000,0,-4,12,8
1_722,956910000,1543090000,2500000000,22,136,158,955120000,1544880000,2500000000,27,139,166,-1790000,1790000,0,5,3,8
1_723,753670000,1746330000,2500000000,16,121,137,775680000,1724320000,2500000000,21,128,149,22010000,-22010000,0,5,7,12
1_724,776040000,1723960000,2500000000,17,121,138,791810000,1708190000,2500000000,22,133,155,15770000,-15770000,0,5,12,17
1_725,1689890000,810110000,2500000000,21,118,139,1717030000,782970000,2500000000,26,126,152,27140000,-27140000,0,5,8,13
1_726,1027590000,1472410000,2500000000,12,108,120,983850000,1516150000,2500000000,17,116,133,-43740000,43740000,0,5,8,13
1_727,988940000,1511060000,2500000000,17,116,133,974240000,1525760000,2500000000,21,127,148,-14700000,14700000,0,4,11,15
1_728,848660000,1651340000,2500000000,18,122,140,834770000,1665230000,2500000000,21,131,152,-13890000,13890000,0,3,9,12
1_729,737860000,1762140000,2500000000,15,119,134,726340000,1773660000,2500000000,20,125,145,-11520000,11520000,0,5,6,11
1_730,1033090000,1466910000,2500000000,10,105,115,1013940000,1486060000,2500000000,14,110,124,-19150000,19150000,0,4,5,9
1_731,809990000,1690010000,2500000000,8,108,116,824700000,1675300000,2500000000,17,114,131,14710000,-14710000,0,9,6,15
1_732,599720000,1900280000,2500000000,10,119,129,572250000,1927750000,2500000000,12,116,128,-27470000,27470000,0,2,-3,-1
1_733,952010000,1547990000,2500000000,13,113,126,940010000,1559990000,2500000000,18,115,133,-12000000,12000000,0,5,2,7
1_734,1008320000,1491680000,2500000000,17,126,143,1002340000,1497660000,2500000000,21,131,152,-5980000,5980000,0,4,5,9
1_735,1073800000,1426200000,2500000000,16,135,151,1026370000,1473630000,2500000000,22,138,160,-47430000,47430000,0,6,3,9
1_736,1197700000,1302300000,2500000000,17,120,137,1170850000,1329150000,2500000000,18,116,134,-26850000,26850000,0,1,-4,-3
1_737,1278670000,1221330000,2500000000,17,128,145,1188190000,1311810000,2500000000,22,125,147,-90480000,90480000,0,5,-3,2
1_738,473140000,2026860000,2500000000,15,126,141,447860000,2052140000,2500000000,22,131,153,-25280000,25280000,0,7,5,12
1_739,1286530000,1213470000,2500000000,18,129,147,1241560000,1258440000,2500000000,22,124,146,-44970000,44970000,0,4,-5,-1
1_740,407610000,2092390000,2500000000,12,129,141,391570000,2108430000,2500000000,23,139,162,-16040000,16040000,0,11,10,21
1_741,1146600000,1353400000,2500000000,16,123,139,1091420000,1408580000,2500000000,21,125,146,-55180000,55180000,0,5,2,7
1_742,415480000,2084520000,2500000000,18,132,150,413760000,2086240000,2500000000,22,130,152,-1720000,1720000,0,4,-2,2
1_743,1427060000,1072940000,2500000000,20,128,148,1372840000,1127160000,2500000000,23,134,157,-54220000,54220000,0,3,6,9
1_744,332570000,2167430000,2500000000,19,133,152,317010000,2182990000,2500000000,25,142,167,-15560000,15560000,0,6,9,15
1_745,341780000,2158220000,2500000000,20,144,164,344980000,2155020000,2500000000,26,141,167,3200000,-3200000,0,6,-3,3
1_746,823750000,1676250000,2500000000,19,136,155,792710000,1707290000,2500000000,22,135,157,-31040000,31040000,0,3,-1,2
1_747,728160000,1771840000,2500000000,22,143,165,707180000,1792820000,2500000000,23,137,160,-20980000,20980000,0,1,-6,-5
1_748,756160000,1743840000,2500000000,21,142,163,742460000,1757540000,2500000000,23,143,166,-13700000,13700000,0,2,1,3
1_749,852220000,1647780000,2500000000,19,142,161,866100000,1633900000,2500000000,22,146,168,13880000,-13880000,0,3,4,7
1_750,798090000,1701910000,2500000000,19,136,155,796320000,1703680000,2500000000,23,143,166,-1770000,1770000,0,4,7,11
1_751,721980000,1778020000,2500000000,23,144,167,718800000,1781200000,2500000000,25,145,170,-3180000,3180000,0,2,1,3
1_752,783850000,1716150000,2500000000,26,147,173,759610000,1740390000,2500000000,30,142,172,-24240000,24240000,0,4,-5,-1
1_753,771800000,1728200000,2500000000,14,119,133,769900000,1730100000,2500000000,24,135,159,-1900000,1900000,0,10,16,26
1_754,1643110000,856890000,2500000000,24,130,154,1646260000,853740000,2500000000,28,135,163,3150000,-3150000,0,4,5,9
1_755,2392050000,107950000,2500000000,16,105,121,2393030000,106970000,2500000000,18,114,132,980000,-980000,0,2,9,11
1_756,730760000,1769240000,2500000000,17,129,146,712920000,1787080000,2500000000,18,122,140,-17840000,17840000,0,1,-7,-6
1_757,707700000,1792300000,2500000000,20,118,138,679390000,1820610000,2500000000,23,126,149,-28310000,28310000,0,3,8,11
1_758,571410000,1928590000,2500000000,13,122,135,533120000,1966880000,2500000000,17,119,136,-38290000,38290000,0,4,-3,1
1_759,991130000,1508870000,2500000000,21,129,150,928150000,1571850000,2500000000,26,135,161,-62980000,62980000,0,5,6,11
1_760,794090000,1705910000,2500000000,15,121,136,761700000,1738300000,2500000000,16,123,139,-32390000,32390000,0,1,2,3
1_761,794750000,1705250000,2500000000,20,133,153,793920000,1706080000,2500000000,24,133,157,-830000,830000,0,4,0,4
1_762,1230140000,1269860000,2500000000,17,124,141,1154710000,1345290000,2500000000,18,128,146,-75430000,75430000,0,1,4,5
1_763,951550000,1548450000,2500000000,19,137,156,942540000,1557460000,2500000000,23,131,154,-9010000,9010000,0,4,-6,-2
1_764,487110000,2012890000,2500000000,17,124,141,440100000,2059900000,2500000000,24,126,150,-47010000,47010000,0,7,2,9
1_765,857980000,1642020000,2500000000,22,119,141,812980000,1687020000,2500000000,25,125,150,-45000000,45000000,0,3,6,9
1_766,2470920000,29080000,2500000000,31,117,148,2469830000,30170000,2500000000,32,104,136,-1090000,1090000,0,1,-13,-12
1_767,2071470000,43130000,2114600000,30,130,160,2068650000,45950000,2114600000,22,125,147,-2820000,2820000,0,-8,-5,-13
1_768,2491060000,8940000,2500000000,25,95,120,2488880000,11120000,2500000000,21,99,120,-2180000,2180000,0,-4,4,0
1_769,2488670000,11330000,2500000000,22,97,119,2488610000,11390000,2500000000,12,87,99,-60000,60000,0,-10,-10,-20
1_770,2494210000,5790000,2500000000,23,95,118,2493170000,6830000,2500000000,13,89,102,-1040000,1040000,0,-10,-6,-16
1_771,2476490000,23510000,2500000000,25,97,122,2475960000,24040000,2500000000,25,102,127,-530000,530000,0,0,5,5
1_772,2460940000,39060000,2500000000,23,103,126,2459640000,40360000,2500000000,16,90,106,-1300000,1300000,0,-7,-13,-20
1_773,2444390000,55610000,2500000000,24,99,123,2443120000,56880000,2500000000,17,85,102,-1270000,1270000,0,-7,-14,-21
1_774,2280870000,25040000,2305910000,26,99,125,2278900000,27010000,2305910000,19,74,93,-1970000,1970000,0,-7,-25,-32
1_775,2418840000,81160000,2500000000,37,109,146,2416710000,83290000,2500000000,23,92,115,-2130000,2130000,0,-14,-17,-31
1_776,1423340000,89360000,1512700000,14,92,106,1423480000,89220000,1512700000,17,110,127,140000,-140000,0,3,18,21
1_777,1058970000,1441030000,2500000000,17,125,142,1074960000,1425040000,2500000000,23,132,155,15990000,-15990000,0,6,7,13
1_778,789140000,1710860000,2500000000,18,118,136,808630000,1691370000,2500000000,17,126,143,19490000,-19490000,0,-1,8,7
1_779,2466660000,33340000,2500000000,27,113,140,2462370000,37630000,2500000000,22,116,138,-4290000,4290000,0,-5,3,-2
1_780,2203950000,60830000,2264780000,26,124,150,2196150000,68630000,2264780000,22,118,140,-7800000,7800000,0,-4,-6,-10
1_781,2440890000,59110000,2500000000,28,119,147,2426730000,73270000,2500000000,31,122,153,-14160000,14160000,0,3,3,6
1_782,1098110000,840000,1098950000,18,82,100,1098070000,880000,1098950000,10,77,87,-40000,40000,0,-8,-5,-13
1_783,2489600000,10400000,2500000000,28,106,134,2485840000,14160000,2500000000,20,88,108,-3760000,3760000,0,-8,-18,-26
1_784,2486840000,13160000,2500000000,24,105,129,2484330000,15670000,2500000000,17,83,100,-2510000,2510000,0,-7,-22,-29
1_785,2483810000,16190000,2500000000,24,101,125,2479720000,20280000,2500000000,18,102,120,-4090000,4090000,0,-6,1,-5
1_786,2492390000,7610000,2500000000,22,103,125,2485030000,14970000,2500000000,19,95,114,-7360000,7360000,0,-3,-8,-11
1_787,2488960000,11040000,2500000000,28,103,131,2484470000,15530000,2500000000,20,91,111,-4490000,4490000,0,-8,-12,-20
1_788,2482270000,17730000,2500000000,30,106,136,2473860000,26140000,2500000000,24,99,123,-8410000,8410000,0,-6,-7,-13
1_789,2470530000,29470000,2500000000,22,91,113,2469930000,30070000,2500000000,18,90,108,-600000,600000,0,-4,-1,-5
1_790,2480520000,19480000,2500000000,33,106,139,2477460000,22540000,2500000000,23,84,107,-3060000,3060000,0,-10,-22,-32
1_791,2444390000,55610000,2500000000,32,107,139,2439460000,60540000,2500000000,26,104,130,-4930000,4930000,0,-6,-3,-9
1_792,2435400000,64600000,2500000000,33,111,144,2434780000,65220000,2500000000,20,86,106,-620000,620000,0,-13,-25,-38
1_793,2376160000,123840000,2500000000,37,113,150,2373530000,126470000,2500000000,25,107,132,-2630000,2630000,0,-12,-6,-18
1_794,2473240000,26760000,2500000000,27,106,133,2472990000,27010000,2500000000,22,99,121,-250000,250000,0,-5,-7,-12
1_795,2458690000,41310000,2500000000,36,110,146,2458440000,41560000,2500000000,27,114,141,-250000,250000,0,-9,4,-5
1_796,2484370000,15630000,2500000000,35,99,134,2483000000,17000000,2500000000,14,86,100,-1370000,1370000,0,-21,-13,-34
1_797,2477900000,22100000,2500000000,32,107,139,2477810000,22190000,2500000000,30,104,134,-90000,90000,0,-2,-3,-5
1_798,798060000,1701940000,2500000000,14,114,128,738870000,1761130000,2500000000,20,130,150,-59190000,59190000,0,6,16,22
1_799,1000840000,1499160000,2500000000,13,113,126,1024160000,1475840000,2500000000,16,130,146,23320000,-23320000,0,3,17,20
1_800,1209110000,1290890000,2500000000,15,117,132,1223680000,1276320000,2500000000,20,129,149,14570000,-14570000,0,5,12,17
1_801,1061940000,1438060000,2500000000,18,119,137,1102050000,1397950000,2500000000,25,125,150,40110000,-40110000,0,7,6,13
1_802,1317930000,1182070000,2500000000,22,122,144,1302640000,1197360000,2500000000,24,136,160,-15290000,15290000,0,2,14,16
1_803,1153350000,1346650000,2500000000,15,119,134,1205560000,1294440000,2500000000,23,133,156,52210000,-52210000,0,8,14,22
1_804,1060070000,220000,1060290000,10,54,64,1060070000,220000,1060290000,8,52,60,0,0,0,-2,-2,-4
1_805,2350910000,149090000,2500000000,31,126,157,2344260000,155740000,2500000000,22,124,146,-6650000,6650000,0,-9,-2,-11
1_806,2447110000,40700000,2487810000,24,126,150,2441610000,46200000,2487810000,25,125,150,-5500000,5500000,0,1,-1,0
1_807,1951200000,548800000,2500000000,31,139,170,1941610000,558390000,2500000000,30,134,164,-9590000,9590000,0,-1,-5,-6
1_808,1796820000,64820000,1861640000,20,106,126,1794940000,66700000,1861640000,15,111,126,-1880000,1880000,0,-5,5,0
1_809,2450020000,49980000,2500000000,26,108,134,2443640000,56360000,2500000000,20,87,107,-6380000,6380000,0,-6,-21,-27
1_810,2378550000,121450000,2500000000,27,126,153,2372070000,127930000,2500000000,23,123,146,-6480000,6480000,0,-4,-3,-7
1_811,2246430000,253570000,2500000000,24,123,147,2240150000,259850000,2500000000,25,126,151,-6280000,6280000,0,1,3,4
1_812,1968680000,531320000,2500000000,26,124,150,1959430000,540570000,2500000000,28,128,156,-9250000,9250000,0,2,4,6
1_813,2475620000,24380000,2500000000,31,109,140,2471700000,28300000,2500000000,24,95,119,-3920000,3920000,0,-7,-14,-21
1_814,2477440000,22560000,2500000000,31,103,134,2470800000,29200000,2500000000,24,88,112,-6640000,6640000,0,-7,-15,-22
1_815,2316170000,183830000,2500000000,31,121,152,2304680000,195320000,2500000000,29,128,157,-11490000,11490000,0,-2,7,5
1_816,2219120000,280880000,2500000000,31,122,153,2215450000,284550000,2500000000,21,119,140,-3670000,3670000,0,-10,-3,-13
1_817,2436390000,63610000,2500000000,36,112,148,2435650000,64350000,2500000000,25,102,127,-740000,740000,0,-11,-10,-21
1_818,2437580000,62420000,2500000000,35,120,155,2431150000,68850000,2500000000,31,113,144,-6430000,6430000,0,-4,-7,-11
1_819,2445590000,54410000,2500000000,39,118,157,2438470000,61530000,2500000000,26,99,125,-7120000,7120000,0,-13,-19,-32
1_820,2434000000,66000000,2500000000,34,106,140,2433720000,66280000,2500000000,30,113,143,-280000,280000,0,-4,7,3
1_821,2483160000,16840000,2500000000,30,94,124,2481270000,18730000,2500000000,31,103,134,-1890000,1890000,0,1,9,10
1_822,2451070000,48930000,2500000000,25,94,119,2449440000,50560000,2500000000,29,105,134,-1630000,1630000,0,4,11,15
1_823,2446500000,53500000,2500000000,32,95,127,2443630000,56370000,2500000000,29,106,135,-2870000,2870000,0,-3,11,8
1_824,2406450000,93550000,2500000000,25,91,116,2405870000,94130000,2500000000,33,100,133,-580000,580000,0,8,9,17
1_825,2410080000,89920000,2500000000,35,109,144,2409680000,90320000,2500000000,36,120,156,-400000,400000,0,1,11,12
1_826,2437810000,62190000,2500000000,35,97,132,2437810000,62190000,2500000000,29,104,133,0,0,0,-6,7,1
1_827,2125260000,374740000,2500000000,33,109,142,2116860000,383140000,2500000000,35,127,162,-8400000,8400000,0,2,18,20
1_828,2008840000,215390000,2224230000,14,106,120,2016900000,207330000,2224230000,11,110,121,8060000,-8060000,0,-3,4,1
1_829,2265690000,198020000,2463710000,14,117,131,2268880000,194830000,2463710000,17,116,133,3190000,-3190000,0,3,-1,2
1_830,2093090000,406910000,2500000000,30,135,165,2093510000,406490000,2500000000,34,136,170,420000,-420000,0,4,1,5
1_831,2137560000,349270000,2486830000,29,130,159,2146300000,340530000,2486830000,32,134,166,8740000,-8740000,0,3,4,7
1_832,1895660000,604340000,2500000000,32,134,166,1890870000,609130000,2500000000,32,130,162,-4790000,4790000,0,0,-4,-4
1_833,2306630000,193370000,2500000000,25,119,144,2296050000,203950000,2500000000,29,127,156,-10580000,10580000,0,4,8,12
1_834,2399620000,100380000,2500000000,23,108,131,2395780000,104220000,2500000000,19,111,130,-3840000,3840000,0,-4,3,-1
1_835,2206370000,293630000,2500000000,19,111,130,2198260000,301740000,2500000000,21,117,138,-8110000,8110000,0,2,6,8
1_836,1808300000,691700000,2500000000,22,120,142,1797680000,702320000,2500000000,19,125,144,-10620000,10620000,0,-3,5,2
1_837,1953830000,546170000,2500000000,25,131,156,1945560000,554440000,2500000000,24,133,157,-8270000,8270000,0,-1,2,1
1_838,2425990000,74010000,2500000000,26,119,145,2421870000,78130000,2500000000,27,118,145,-4120000,4120000,0,1,-1,0
1_839,2169110000,330890000,2500000000,29,128,157,2159900000,340100000,2500000000,24,135,159,-9210000,9210000,0,-5,7,2
1_840,2498640000,1360000,2500000000,33,96,129,2498640000,1360000,2500000000,28,101,129,0,0,0,-5,5,0
1_841,2480100000,19900000,2500000000,30,98,128,2477020000,22980000,2500000000,26,99,125,-3080000,3080000,0,-4,1,-3
1_842,2485900000,14100000,2500000000,34,92,126,2485260000,14740000,2500000000,29,94,123,-640000,640000,0,-5,2,-3
1_843,2463550000,36450000,2500000000,32,93,125,2463010000,36990000,2500000000,30,104,134,-540000,540000,0,-2,11,9
1_844,2136680000,363320000,2500000000,37,115,152,2134520000,365480000,2500000000,33,129,162,-2160000,2160000,0,-4,14,10
1_845,2429730000,70270000,2500000000,33,99,132,2428310000,71690000,2500000000,32,112,144,-1420000,1420000,0,-1,13,12
1_846,2443480000,2230000,2445710000,17,59,76,2443480000,2230000,2445710000,18,67,85,0,0,0,1,8,9
1_847,2484890000,15110000,2500000000,32,83,115,2484890000,15110000,2500000000,30,90,120,0,0,0,-2,7,5
1_848,2435760000,64240000,2500000000,35,99,134,2434810000,65190000,2500000000,21,92,113,-950000,950000,0,-14,-7,-21
1_849,2329870000,170130000,2500000000,26,98,124,2327360000,172640000,2500000000,25,106,131,-2510000,2510000,0,-1,8,7
1_850,2497950000,2050000,2500000000,28,85,113,2497950000,2050000,2500000000,21,73,94,0,0,0,-7,-12,-19
1_851,2107430000,391300000,2498730000,9,78,87,2082940000,415790000,2498730000,11,95,106,-24490000,24490000,0,2,17,19
1_852,2013390000,320410000,2333800000,8,65,73,2014790000,319010000,2333800000,6,76,82,1400000,-1400000,0,-2,11,9
1_853,2077140000,158620000,2235760000,12,95,107,2074260000,161500000,2235760000,7,76,83,-2880000,2880000,0,-5,-19,-24
1_854,2189860000,310140000,2500000000,14,91,105,2228920000,271080000,2500000000,14,94,108,39060000,-39060000,0,0,3,3
1_855,1807750000,692250000,2500000000,10,84,94,1815360000,684640000,2500000000,3,74,77,7610000,-7610000,0,-7,-10,-17
1_856,1331560000,1168440000,2500000000,11,100,111,1336040000,1163960000,2500000000,13,111,124,4480000,-4480000,0,2,11,13
1_857,1714770000,785230000,2500000000,13,98,111,1742550000,757450000,2500000000,11,100,111,27780000,-27780000,0,-2,2,0
1_858,1453760000,1046240000,2500000000,11,84,95,1452580000,1047420000,2500000000,11,94,105,-1180000,1180000,0,0,10,10
1_859,897120000,1602880000,2500000000,11,105,116,921750000,1578250000,2500000000,8,104,112,24630000,-24630000,0,-3,-1,-4
1_860,1413290000,1045800000,2459090000,10,101,111,1433430000,1025660000,2459090000,11,98,109,20140000,-20140000,0,1,-3,-2
1_861,1145020000,1354980000,2500000000,13,97,110,1143510000,1356490000,2500000000,10,101,111,-1510000,1510000,0,-3,4,1
1_862,1028790000,1471210000,2500000000,12,101,113,1054990000,1445010000,2500000000,10,93,103,26200000,-26200000,0,-2,-8,-10
1_863,1234760000,1265240000,2500000000,12,106,118,1235890000,1264110000,2500000000,15,111,126,1130000,-1130000,0,3,5,8
1_864,1671690000,828310000,2500000000,11,99,110,1702990000,797010000,2500000000,11,98,109,31300000,-31300000,0,0,-1,-1
1_865,1933610000,367170000,2300780000,12,111,123,1933500000,367280000,2300780000,16,115,131,-110000,110000,0,4,4,8
1_866,1198720000,1301280000,2500000000,15,116,131,1200600000,1299400000,2500000000,18,118,136,1880000,-1880000,0,3,2,5
1_867,547110000,1952890000,2500000000,28,130,158,535420000,1964580000,2500000000,19,116,135,-11690000,11690000,0,-9,-14,-23
1_868,1127940000,1372060000,2500000000,14,94,108,1122980000,1377020000,2500000000,14,105,119,-4960000,4960000,0,0,11,11
1_869,1573990000,840600000,2414590000,9,95,104,1575350000,839240000,2414590000,8,78,86,1360000,-1360000,0,-1,-17,-18
1_870,1824280000,675720000,2500000000,9,89,98,1824310000,675690000,2500000000,10,76,86,30000,-30000,0,1,-13,-12
1_871,1715770000,784230000,2500000000,17,120,137,1716070000,783930000,2500000000,13,102,115,300000,-300000,0,-4,-18,-22
1_872,998140000,1501860000,2500000000,13,113,126,1012340000,1487660000,2500000000,12,95,107,14200000,-14200000,0,-1,-18,-19
1_873,1831870000,668130000,2500000000,17,107,124,1825450000,674550000,2500000000,17,105,122,-6420000,6420000,0,0,-2,-2
1_874,1673520000,826480000,2500000000,18,119,137,1679280000,820720000,2500000000,15,103,118,5760000,-5760000,0,-3,-16,-19
1_875,1450770000,1049230000,2500000000,12,104,116,1477590000,1022410000,2500000000,14,106,120,26820000,-26820000,0,2,2,4
1_876,1799050000,700950000,2500000000,18,116,134,1809750000,690250000,2500000000,17,99,116,10700000,-10700000,0,-1,-17,-18
1_877,736290000,1763710000,2500000000,14,91,105,783460000,1716540000,2500000000,16,103,119,47170000,-47170000,0,2,12,14
1_878,1932800000,567200000,2500000000,16,108,124,1965450000,534550000,2500000000,13,103,116,32650000,-32650000,0,-3,-5,-8
1_879,1529460000,752280000,2281740000,8,94,102,1523240000,758500000,2281740000,7,97,104,-6220000,6220000,0,-1,3,2
1_880,1051070000,1448930000,2500000000,16,112,128,1073390000,1426610000,2500000000,12,109,121,22320000,-22320000,0,-4,-3,-7
1_881,238480000,2261520000,2500000000,14,125,139,230510000,2269490000,2500000000,20,125,145,-7970000,7970000,0,6,0,6
1_882,1269050000,1230950000,2500000000,23,140,163,1258440000,1241560000,2500000000,26,144,170,-10610000,10610000,0,3,4,7
1_883,1959090000,205400000,2164490000,12,110,122,1942720000,221770000,2164490000,13,120,133,-16370000,16370000,0,1,10,11
1_884,2287350000,212650000,2500000000,20,92,112,2272170000,227830000,2500000000,21,101,122,-15180000,15180000,0,1,9,10
1_885,1959680000,540320000,2500000000,21,117,138,1967720000,532280000,2500000000,26,131,157,8040000,-8040000,0,5,14,19
1_886,2127380000,372620000,2500000000,21,103,124,2122160000,377840000,2500000000,22,119,141,-5220000,5220000,0,1,16,17
1_887,1989140000,510860000,2500000000,22,120,142,1989810000,510190000,2500000000,24,127,151,670000,-670000,0,2,7,9
1_888,1984440000,515560000,2500000000,20,114,134,1958190000,541810000,2500000000,21,114,135,-26250000,26250000,0,1,0,1
1_889,2251360000,248640000,2500000000,22,101,123,2212460000,287540000,2500000000,21,108,129,-38900000,38900000,0,-1,7,6
1_890,2027530000,472470000,2500000000,24,111,135,1991210000,508790000,2500000000,23,116,139,-36320000,36320000,0,-1,5,4
1_891,2236450000,263550000,2500000000,20,85,105,2187010000,312990000,2500000000,19,103,122,-49440000,49440000,0,-1,18,17
1_892,1935090000,238760000,2173850000,7,70,77,1934940000,238910000,2173850000,8,74,82,-150000,150000,0,1,4,5
1_893,1259010000,1240990000,2500000000,15,109,124,1251600000,1248400000,2500000000,14,111,125,-7410000,7410000,0,-1,2,1
1_894,1186510000,1313490000,2500000000,11,99,110,1192100000,1307900000,2500000000,11,96,107,5590000,-5590000,0,0,-3,-3
1_895,1165570000,1334430000,2500000000,21,123,144,1193830000,1306170000,2500000000,17,106,123,28260000,-28260000,0,-4,-17,-21
1_896,2074110000,425890000,2500000000,22,124,146,2082860000,417140000,2500000000,16,100,116,8750000,-8750000,0,-6,-24,-30
1_897,1547620000,735700000,2283320000,9,83,92,1547780000,735540000,2283320000,6,92,98,160000,-160000,0,-3,9,6
1_898,1057680000,1442320000,2500000000,9,103,112,1056330000,1443670000,2500000000,11,108,119,-1350000,1350000,0,2,5,7
1_899,1358180000,192280000,1550460000,5,63,68,1359610000,190850000,1550460000,6,71,77,1430000,-1430000,0,1,8,9
1_900,1399500000,907890000,2307390000,11,96,107,1399930000,907460000,2307390000,5,73,78,430000,-430000,0,-6,-23,-29
1_901,2324520000,175480000,2500000000,20,104,124,2343360000,156640000,2500000000,13,106,119,18840000,-18840000,0,-7,2,-5
1_902,2047660000,452340000,2500000000,23,135,158,2026100000,473900000,2500000000,25,147,172,-21560000,21560000,0,2,12,14
1_903,2195660000,304340000,2500000000,18,131,149,2162170000,337830000,2500000000,24,148,172,-33490000,33490000,0,6,17,23
1_904,1833020000,666980000,2500000000,23,144,167,1837080000,662920000,2500000000,26,145,171,4060000,-4060000,0,3,1,4
