"X","STUDY_ID","DAY","MONTH","YEAR","SAMPLE_DESC","PLOT","ID_SPECIES","LATITUDE","LONGITUDE","sum.allrawdata.ABUNDANCE","sum.allrawdata.BIOMASS","GENUS","SPECIES","GENUS_SPECIES","CLASS"
7530524,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",39099,52.71667,24.26666,0,1,"Picoides","tridactylus","Picoides tridactylus","Aves"
7530525,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",3929,52.71667,24.26666,0,28,"Erithacus","rubecula","Erithacus rubecula","Aves"
7530526,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",3959,52.71667,24.26666,0,38,"Fringilla","coelebs","Fringilla coelebs","Aves"
7530527,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",3967,52.71667,24.26666,0,1.5,"Garrulus","glandarius","Garrulus glandarius","Aves"
7530528,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",4125,52.71667,24.26666,0,8.5,"Muscicapa","striata","Muscicapa striata","Aves"
7530529,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",4190,52.71667,24.26666,0,11,"Parus","major","Parus major","Aves"
7530530,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",4254,52.71667,24.26666,0,12,"Phylloscopus","collybita","Phylloscopus collybita","Aves"
7530531,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",4293,52.71667,24.26666,0,6,"Poecile","palustris","Poecile palustris","Aves"
7530532,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",4310,52.71667,24.26666,0,8.5,"Prunella","modularis","Prunella modularis","Aves"
7530533,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",4364,52.71667,24.26666,0,0.1,"Pyrrhula","pyrrhula","Pyrrhula pyrrhula","Aves"
7530534,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",4370,52.71667,24.26666,0,8,"Regulus","regulus","Regulus regulus","Aves"
7530535,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",4402,52.71667,24.26666,0,6,"Sitta","europaea","Sitta europaea","Aves"
7530537,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",4468,52.71667,24.26666,0,49,"Sturnus","vulgaris","Sturnus vulgaris","Aves"
7530538,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",4476,52.71667,24.26666,0,18.5,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
7530539,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",4477,52.71667,24.26666,0,7,"Sylvia","borin","Sylvia borin","Aves"
7530540,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",4517,52.71667,24.26666,0,8.5,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
7530542,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",4519,52.71667,24.26666,0,6.5,"Turdus","merula","Turdus merula","Aves"
7530543,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",4521,52.71667,24.26666,0,8.5,"Turdus","philomelos","Turdus philomelos","Aves"
7530544,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",45223,52.71667,24.26666,0,5,"Anthus","trivialis","Anthus trivialis","Aves"
7530546,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",45303,52.71667,24.26666,0,3,"Carduelis","carduelis","Carduelis carduelis","Aves"
7530547,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",45310,52.71667,24.26666,0,3.5,"Carpodacus","erythrinus","Carpodacus erythrinus","Aves"
7530548,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",45394,52.71667,24.26666,0,6.5,"Cyanistes","caeruleus","Cyanistes caeruleus","Aves"
7530549,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",45411,52.71667,24.26666,0,1,"Dendrocopos","leucotos","Dendrocopos leucotos","Aves"
7530550,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",45412,52.71667,24.26666,0,1.5,"Dendrocopos","medius","Dendrocopos medius","Aves"
7530551,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",45434,52.71667,24.26666,0,1,"Dryocopus","martius","Dryocopus martius","Aves"
7530553,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",45506,52.71667,24.26666,0,11,"Ficedula","albicollis","Ficedula albicollis","Aves"
7530554,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",45507,52.71667,24.26666,0,2,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
7530555,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",45591,52.71667,24.26666,0,4,"Hippolais","icterina","Hippolais icterina","Aves"
7530556,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",45607,52.71667,24.26666,0,1,"Jynx","torquilla","Jynx torquilla","Aves"
7530557,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",45634,52.71667,24.26666,0,3,"Locustella","fluviatilis","Locustella fluviatilis","Aves"
7530558,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",45639,52.71667,24.26666,0,7.5,"Luscinia","luscinia","Luscinia luscinia","Aves"
7530560,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",45706,52.71667,24.26666,0,3,"Oriolus","oriolus","Oriolus oriolus","Aves"
7530561,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",45724,52.71667,24.26666,0,2,"Periparus","ater","Periparus ater","Aves"
7530562,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",45729,52.71667,24.26666,0,26.5,"Phylloscopus","sibilatrix","Phylloscopus sibilatrix","Aves"
7530563,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",45788,52.71667,24.26666,0,1,"Regulus","ignicapillus","Regulus ignicapillus","Aves"
7530564,360,NA,NA,1976,"52.716667_24.26666_1976_k","k",45921,52.71667,24.26666,0,4,"Turdus","iliacus","Turdus iliacus","Aves"
7530565,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",3770,52.71667,24.26666,0,2,"Carduelis","spinus","Carduelis spinus","Aves"
7530566,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",3799,52.71667,24.26666,0,8.5,"Certhia","familiaris","Certhia familiaris","Aves"
7530567,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",3825,52.71667,24.26666,0,2,"Coccothraustes","coccothraustes","Coccothraustes coccothraustes","Aves"
7530568,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",3836,52.71667,24.26666,0,1,"Columba","palumbus","Columba palumbus","Aves"
7530569,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",3858,52.71667,24.26666,0,0.1,"Cuculus","canorus","Cuculus canorus","Aves"
7530570,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",3877,52.71667,24.26666,0,1,"Dendrocopos","major","Dendrocopos major","Aves"
7530571,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",3878,52.71667,24.26666,0,1,"Dendrocopos","minor","Dendrocopos minor","Aves"
7530572,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",39099,52.71667,24.26666,0,1,"Picoides","tridactylus","Picoides tridactylus","Aves"
7530573,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",3929,52.71667,24.26666,0,22,"Erithacus","rubecula","Erithacus rubecula","Aves"
7530574,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",39428,52.71667,24.26666,0,1,"Tringa","ochropus","Tringa ochropus","Aves"
7530575,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",3959,52.71667,24.26666,0,33,"Fringilla","coelebs","Fringilla coelebs","Aves"
7530576,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",3967,52.71667,24.26666,0,1,"Garrulus","glandarius","Garrulus glandarius","Aves"
7530577,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",4125,52.71667,24.26666,0,4,"Muscicapa","striata","Muscicapa striata","Aves"
7530578,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",4190,52.71667,24.26666,0,7,"Parus","major","Parus major","Aves"
7530579,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",4254,52.71667,24.26666,0,14,"Phylloscopus","collybita","Phylloscopus collybita","Aves"
7530580,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",4293,52.71667,24.26666,0,3,"Poecile","palustris","Poecile palustris","Aves"
7530581,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",4310,52.71667,24.26666,0,13,"Prunella","modularis","Prunella modularis","Aves"
7530582,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",4370,52.71667,24.26666,0,6.5,"Regulus","regulus","Regulus regulus","Aves"
7530583,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",4402,52.71667,24.26666,0,6.5,"Sitta","europaea","Sitta europaea","Aves"
7530584,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",4476,52.71667,24.26666,0,12.5,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
7530585,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",4477,52.71667,24.26666,0,3,"Sylvia","borin","Sylvia borin","Aves"
7530586,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",4517,52.71667,24.26666,0,8,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
7530587,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",4519,52.71667,24.26666,0,6,"Turdus","merula","Turdus merula","Aves"
7530588,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",4521,52.71667,24.26666,0,6,"Turdus","philomelos","Turdus philomelos","Aves"
7530589,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",45223,52.71667,24.26666,0,1,"Anthus","trivialis","Anthus trivialis","Aves"
7530590,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",45394,52.71667,24.26666,0,6.5,"Cyanistes","caeruleus","Cyanistes caeruleus","Aves"
7530591,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",45411,52.71667,24.26666,0,0.5,"Dendrocopos","leucotos","Dendrocopos leucotos","Aves"
7530592,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",45412,52.71667,24.26666,0,1.5,"Dendrocopos","medius","Dendrocopos medius","Aves"
7530593,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",45434,52.71667,24.26666,0,0.1,"Dryocopus","martius","Dryocopus martius","Aves"
7530594,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",45506,52.71667,24.26666,0,10.5,"Ficedula","albicollis","Ficedula albicollis","Aves"
7530595,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",45507,52.71667,24.26666,0,5,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
7530596,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",45591,52.71667,24.26666,0,1,"Hippolais","icterina","Hippolais icterina","Aves"
7530597,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",45706,52.71667,24.26666,0,1,"Oriolus","oriolus","Oriolus oriolus","Aves"
7530598,360,NA,NA,1976,"52.716667_24.26666_1976_l","l",45729,52.71667,24.26666,0,12,"Phylloscopus","sibilatrix","Phylloscopus sibilatrix","Aves"
7530599,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",3728,52.71667,24.26666,0,1,"Buteo","buteo","Buteo buteo","Aves"
7530600,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",3799,52.71667,24.26666,0,6,"Certhia","familiaris","Certhia familiaris","Aves"
7530601,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",3825,52.71667,24.26666,0,10,"Coccothraustes","coccothraustes","Coccothraustes coccothraustes","Aves"
7530602,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",3836,52.71667,24.26666,0,2.5,"Columba","palumbus","Columba palumbus","Aves"
7530603,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",3858,52.71667,24.26666,0,0.5,"Cuculus","canorus","Cuculus canorus","Aves"
7530604,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",3877,52.71667,24.26666,0,0.5,"Dendrocopos","major","Dendrocopos major","Aves"
7530605,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",3929,52.71667,24.26666,0,20,"Erithacus","rubecula","Erithacus rubecula","Aves"
7530606,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",3959,52.71667,24.26666,0,47,"Fringilla","coelebs","Fringilla coelebs","Aves"
7530607,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",3967,52.71667,24.26666,0,2,"Garrulus","glandarius","Garrulus glandarius","Aves"
7530608,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",4125,52.71667,24.26666,0,0.1,"Muscicapa","striata","Muscicapa striata","Aves"
7530609,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",4190,52.71667,24.26666,0,7.5,"Parus","major","Parus major","Aves"
7530610,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",4254,52.71667,24.26666,0,1,"Phylloscopus","collybita","Phylloscopus collybita","Aves"
7530611,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",4293,52.71667,24.26666,0,4,"Poecile","palustris","Poecile palustris","Aves"
7530612,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",4310,52.71667,24.26666,0,1,"Prunella","modularis","Prunella modularis","Aves"
7530613,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",4370,52.71667,24.26666,0,1.5,"Regulus","regulus","Regulus regulus","Aves"
7530614,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",4402,52.71667,24.26666,0,4,"Sitta","europaea","Sitta europaea","Aves"
7530615,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",4461,52.71667,24.26666,0,0.1,"Strix","aluco","Strix aluco","Aves"
7530616,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",4468,52.71667,24.26666,0,1,"Sturnus","vulgaris","Sturnus vulgaris","Aves"
7530617,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",4476,52.71667,24.26666,0,6,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
7530618,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",4517,52.71667,24.26666,0,3.5,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
7530619,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",4519,52.71667,24.26666,0,8,"Turdus","merula","Turdus merula","Aves"
7530620,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",4521,52.71667,24.26666,0,9.5,"Turdus","philomelos","Turdus philomelos","Aves"
7530621,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",45223,52.71667,24.26666,0,4,"Anthus","trivialis","Anthus trivialis","Aves"
7530622,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",45394,52.71667,24.26666,0,4.5,"Cyanistes","caeruleus","Cyanistes caeruleus","Aves"
7530623,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",45411,52.71667,24.26666,0,1,"Dendrocopos","leucotos","Dendrocopos leucotos","Aves"
7530624,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",45412,52.71667,24.26666,0,2.5,"Dendrocopos","medius","Dendrocopos medius","Aves"
7530625,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",45434,52.71667,24.26666,0,0.1,"Dryocopus","martius","Dryocopus martius","Aves"
7530626,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",45506,52.71667,24.26666,0,20,"Ficedula","albicollis","Ficedula albicollis","Aves"
7530627,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",45507,52.71667,24.26666,0,4,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
7530628,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",45508,52.71667,24.26666,0,2,"Ficedula","parva","Ficedula parva","Aves"
7530629,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",45706,52.71667,24.26666,0,2.5,"Oriolus","oriolus","Oriolus oriolus","Aves"
7530630,360,NA,NA,1976,"52.716667_24.26666_1976_ms","ms",45729,52.71667,24.26666,0,26.5,"Phylloscopus","sibilatrix","Phylloscopus sibilatrix","Aves"
7530631,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",3620,52.71667,24.26666,0,1,"Accipiter","nisus","Accipiter nisus","Aves"
7530632,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",3714,52.71667,24.26666,0,1,"Bonasa","bonasia","Bonasa bonasia","Aves"
7530633,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",3770,52.71667,24.26666,0,3,"Carduelis","spinus","Carduelis spinus","Aves"
7530634,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",3799,52.71667,24.26666,0,4,"Certhia","familiaris","Certhia familiaris","Aves"
7530635,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",3835,52.71667,24.26666,0,2,"Columba","oenas","Columba oenas","Aves"
7530636,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",3836,52.71667,24.26666,0,1.5,"Columba","palumbus","Columba palumbus","Aves"
7530637,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",3858,52.71667,24.26666,0,1,"Cuculus","canorus","Cuculus canorus","Aves"
7530638,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",3877,52.71667,24.26666,0,0.1,"Dendrocopos","major","Dendrocopos major","Aves"
7530639,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",3929,52.71667,24.26666,0,12.5,"Erithacus","rubecula","Erithacus rubecula","Aves"
7530640,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",3959,52.71667,24.26666,0,30.5,"Fringilla","coelebs","Fringilla coelebs","Aves"
7530641,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",3967,52.71667,24.26666,0,1,"Garrulus","glandarius","Garrulus glandarius","Aves"
7530642,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",4125,52.71667,24.26666,0,1,"Muscicapa","striata","Muscicapa striata","Aves"
7530643,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",4190,52.71667,24.26666,0,1,"Parus","major","Parus major","Aves"
7530644,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",4254,52.71667,24.26666,0,3.5,"Phylloscopus","collybita","Phylloscopus collybita","Aves"
7530645,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",4292,52.71667,24.26666,0,2,"Poecile","montanus","Poecile montanus","Aves"
7530646,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",4310,52.71667,24.26666,0,3,"Prunella","modularis","Prunella modularis","Aves"
7530647,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",4364,52.71667,24.26666,0,1,"Pyrrhula","pyrrhula","Pyrrhula pyrrhula","Aves"
7530648,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",4370,52.71667,24.26666,0,8,"Regulus","regulus","Regulus regulus","Aves"
7530649,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",4402,52.71667,24.26666,0,1,"Sitta","europaea","Sitta europaea","Aves"
7530650,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",4461,52.71667,24.26666,0,0.5,"Strix","aluco","Strix aluco","Aves"
7530651,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",4476,52.71667,24.26666,0,0.1,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
7530652,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",4519,52.71667,24.26666,0,2.5,"Turdus","merula","Turdus merula","Aves"
7530653,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",4521,52.71667,24.26666,0,5,"Turdus","philomelos","Turdus philomelos","Aves"
7530654,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",45223,52.71667,24.26666,0,1,"Anthus","trivialis","Anthus trivialis","Aves"
7530655,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",45434,52.71667,24.26666,0,0.1,"Dryocopus","martius","Dryocopus martius","Aves"
7530656,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",45507,52.71667,24.26666,0,1,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
7530657,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",45508,52.71667,24.26666,0,2,"Ficedula","parva","Ficedula parva","Aves"
7530658,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",45637,52.71667,24.26666,0,4,"Lophophanes","cristatus","Lophophanes cristatus","Aves"
7530659,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",45706,52.71667,24.26666,0,2,"Oriolus","oriolus","Oriolus oriolus","Aves"
7530660,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",45724,52.71667,24.26666,0,3.5,"Periparus","ater","Periparus ater","Aves"
7530661,360,NA,NA,1976,"52.716667_24.26666_1976_ne","ne",45729,52.71667,24.26666,0,24,"Phylloscopus","sibilatrix","Phylloscopus sibilatrix","Aves"
7530662,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",3799,52.71667,24.26666,0,4.5,"Certhia","familiaris","Certhia familiaris","Aves"
7530663,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",3835,52.71667,24.26666,0,0.5,"Columba","oenas","Columba oenas","Aves"
7530664,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",3836,52.71667,24.26666,0,2,"Columba","palumbus","Columba palumbus","Aves"
7530665,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",3858,52.71667,24.26666,0,1,"Cuculus","canorus","Cuculus canorus","Aves"
7530666,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",3877,52.71667,24.26666,0,0.1,"Dendrocopos","major","Dendrocopos major","Aves"
7530667,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",39099,52.71667,24.26666,0,0.1,"Picoides","tridactylus","Picoides tridactylus","Aves"
7530668,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",3929,52.71667,24.26666,0,14,"Erithacus","rubecula","Erithacus rubecula","Aves"
7530669,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",3959,52.71667,24.26666,0,27.5,"Fringilla","coelebs","Fringilla coelebs","Aves"
7530670,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",3967,52.71667,24.26666,0,1.5,"Garrulus","glandarius","Garrulus glandarius","Aves"
7530671,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",4254,52.71667,24.26666,0,2,"Phylloscopus","collybita","Phylloscopus collybita","Aves"
7530672,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",4293,52.71667,24.26666,0,1,"Poecile","palustris","Poecile palustris","Aves"
7530673,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",4310,52.71667,24.26666,0,1,"Prunella","modularis","Prunella modularis","Aves"
7530674,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",4364,52.71667,24.26666,0,1,"Pyrrhula","pyrrhula","Pyrrhula pyrrhula","Aves"
7530675,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",4370,52.71667,24.26666,0,9,"Regulus","regulus","Regulus regulus","Aves"
7530676,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",4402,52.71667,24.26666,0,0.1,"Sitta","europaea","Sitta europaea","Aves"
7530677,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",4476,52.71667,24.26666,0,1,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
7530678,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",4517,52.71667,24.26666,0,1,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
7530679,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",4519,52.71667,24.26666,0,2.5,"Turdus","merula","Turdus merula","Aves"
7530680,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",4521,52.71667,24.26666,0,4.5,"Turdus","philomelos","Turdus philomelos","Aves"
7530681,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",45223,52.71667,24.26666,0,1,"Anthus","trivialis","Anthus trivialis","Aves"
7530682,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",45508,52.71667,24.26666,0,2,"Ficedula","parva","Ficedula parva","Aves"
7530683,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",45637,52.71667,24.26666,0,3,"Lophophanes","cristatus","Lophophanes cristatus","Aves"
7530684,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",45706,52.71667,24.26666,0,2,"Oriolus","oriolus","Oriolus oriolus","Aves"
7530685,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",45724,52.71667,24.26666,0,6.5,"Periparus","ater","Periparus ater","Aves"
7530686,360,NA,NA,1976,"52.716667_24.26666_1976_nw","nw",45729,52.71667,24.26666,0,16,"Phylloscopus","sibilatrix","Phylloscopus sibilatrix","Aves"
7530687,360,NA,NA,1976,"52.716667_24.26666_1976_w","w",3728,52.71667,24.26666,0,0.5,"Buteo","buteo","Buteo buteo","Aves"
7530688,360,NA,NA,1976,"52.716667_24.26666_1976_w","w",3765,52.71667,24.26666,0,2,"Carduelis","chloris","Carduelis chloris","Aves"
7530689,360,NA,NA,1976,"52.716667_24.26666_1976_w","w",3799,52.71667,24.26666,0,4.5,"Certhia","familiaris","Certhia familiaris","Aves"
7530690,360,NA,NA,1976,"52.716667_24.26666_1976_w","w",3825,52.71667,24.26666,0,15,"Coccothraustes","coccothraustes","Coccothraustes coccothraustes","Aves"
7530691,360,NA,NA,1976,"52.716667_24.26666_1976_w","w",3836,52.71667,24.26666,0,2,"Columba","palumbus","Columba palumbus","Aves"
7530692,360,NA,NA,1976,"52.716667_24.26666_1976_w","w",3848,52.71667,24.26666,0,0.1,"Corvus","corax","Corvus corax","Aves"
7530693,360,NA,NA,1976,"52.716667_24.26666_1976_w","w",3858,52.71667,24.26666,0,1,"Cuculus","canorus","Cuculus canorus","Aves"
7530694,360,NA,NA,1976,"52.716667_24.26666_1976_w","w",3877,52.71667,24.26666,0,0.1,"Dendrocopos","major","Dendrocopos major","Aves"
7530695,360,NA,NA,1976,"52.716667_24.26666_1976_w","w",3878,52.71667,24.26666,0,0.5,"Dendrocopos","minor","Dendrocopos minor","Aves"
7530696,360,NA,NA,1976,"52.716667_24.26666_1976_w","w",3929,52.71667,24.26666,0,19,"Erithacus","rubecula","Erithacus rubecula","Aves"
7530697,360,NA,NA,1976,"52.716667_24.26666_1976_w","w",3959,52.71667,24.26666,0,40,"Fringilla","coelebs","Fringilla coelebs","Aves"
7530698,360,NA,NA,1976,"52.716667_24.26666_1976_w","w",3967,52.71667,24.26666,0,1,"Garrulus","glandarius","Garrulus glandarius","Aves"
7530699,360,NA,NA,1976,"52.716667_24.26666_1976_w","w",4125,52.71667,24.26666,0,3,"Muscicapa","striata","Muscicapa striata","Aves"
7530700,360,NA,NA,1976,"52.716667_24.26666_1976_w","w",4190,52.71667,24.26666,0,6,"Parus","major","Parus major","Aves"
7530701,360,NA,NA,1976,"52.716667_24.26666_1976_w","w",4254,52.71667,24.26666,0,3.5,"Phylloscopus","collybita","Phylloscopus collybita","Aves"
7530702,360,NA,NA,1976,"52.716667_24.26666_1976_w","w",4293,52.71667,24.26666,0,3,"Poecile","palustris","Poecile palustris","Aves"
7530703,360,NA,NA,1976,"52.716667_24.26666_1976_w","w",4310,52.71667,24.26666,0,2.5,"Prunella","modularis","Prunella modularis","Aves"
7530704,360,NA,NA,1976,"52.716667_24.26666_1976_w","w",4370,52.71667,24.26666,0,3.5,"Regulus","regulus","Regulus regulus","Aves"
7530705,360,NA,NA,1976,"52.716667_24.26666_1976_w","w",4402,52.71667,24.26666,0,3.5,"Sitta","europaea","Sitta europaea","Aves"
7530707,360,NA,NA,1976,"52.716667_24.26666_1976_w","w",4461,52.71667,24.26666,0,1,"Strix","aluco","Strix aluco","Aves"
